ID_Transaksi,Tanggal,Kategori,Harga_Satuan,Jumlah,Total_Transaksi,Status
370,2025-01-05 17:36:01,MotherBoard,649602.0,2,1299204.0,Hutang
371,2025-08-25 04:56:34,CPU,460576.0,5,2302880.0,Lunas
372,2025-10-31 18:02:40,PC Case,407218.8,5,2036094.0,Lunas
373,2025-09-30 23:30:36,GPU,236295.6,5,1181478.0,Lunas
374,2025-11-23 10:05:00,CPU,1013151.0,2,2026302.0,Lunas
375,2025-05-21 22:38:33,MotherBoard,454602.0,5,2273010.0,Lunas
376,2025-10-30 01:47:16,GPU,525477.75,4,2101911.0,Lunas
377,2025-03-09 01:06:15,PC Case,296808.0,2,593616.0,Lunas
378,2025-12-17 09:24:40,GPU,244497.0,2,488994.0,Lunas
379,2025-08-22 13:38:08,GPU,470342.0,5,2351710.0,Lunas
380,2025-11-27 08:39:07,MotherBoard,850733.5,2,1701467.0,Lunas
381,2025-02-15 09:57:23,MotherBoard,395506.67,3,1186520.0,Hutang
382,2025-02-04 18:44:44,PC Case,462716.5,4,1850866.0,Lunas
383,2025-01-13 20:19:50,MotherBoard,570009.5,2,1140019.0,Lunas
384,2025-03-18 11:15:26,PC Case,2152727.0,1,2152727.0,Hutang
385,2025-05-10 21:30:39,PC Case,522571.5,4,2090286.0,Lunas
386,2025-03-31 04:03:43,MotherBoard,430386.5,4,1721546.0,Lunas
387,2025-09-24 18:49:42,CPU,1213666.0,1,1213666.0,Lunas
388,2025-11-24 12:27:10,GPU,438766.0,3,1316298.0,Lunas
389,2025-08-10 07:32:58,PC Case,367584.4,5,1837922.0,Lunas
390,2025-08-01 02:16:49,PC Case,284688.5,4,1138754.0,Hutang
391,2025-04-18 07:55:12,GPU,217011.33,3,651034.0,Lunas
392,2025-11-28 16:49:39,CPU,245139.33,3,735418.0,Lunas
393,2025-01-26 01:43:18,PC Case,1092802.5,2,2185605.0,Lunas
394,2025-08-31 18:48:01,MotherBoard,224703.67,3,674111.0,Hutang
395,2025-06-26 23:18:23,RAM,593193.33,3,1779580.0,Lunas
396,2025-03-09 21:03:25,GPU,138530.25,4,554121.0,Lunas
397,2025-07-16 08:06:04,GPU,682228.0,2,1364456.0,Lunas
398,2025-08-30 06:11:56,MotherBoard,1003319.5,2,2006639.0,Lunas
399,2025-05-07 23:56:48,GPU,305140.6,5,1525703.0,Lunas
400,2025-02-11 03:42:08,GPU,1106585.0,2,2213170.0,Lunas
401,2025-04-23 17:36:22,PC Case,655628.0,3,1966884.0,Hutang
402,2025-02-12 17:31:51,RAM,206430.0,3,619290.0,Hutang
403,2025-06-21 12:39:02,RAM,307824.25,4,1231297.0,Hutang
404,2025-01-21 02:06:01,MotherBoard,1926378.0,1,1926378.0,Lunas
405,2025-06-30 08:57:38,MotherBoard,257784.0,4,1031136.0,Hutang
406,2025-09-02 18:00:22,MotherBoard,548257.0,4,2193028.0,Lunas
407,2025-05-28 17:14:36,CPU,444216.5,2,888433.0,Lunas
408,2025-09-26 14:26:22,RAM,331791.8,5,1658959.0,Hutang
409,2025-10-25 04:13:33,CPU,1706543.0,1,1706543.0,Lunas
410,2025-04-07 12:39:58,CPU,377116.33,3,1131349.0,Lunas
411,2025-03-19 13:26:48,MotherBoard,180079.6,5,900398.0,Hutang
412,2025-08-01 23:00:46,GPU,632175.0,3,1896525.0,Lunas
413,2025-12-31 14:33:27,PC Case,469119.0,3,1407357.0,Lunas
414,2025-07-03 16:08:53,MotherBoard,169007.0,3,507021.0,Lunas
415,2025-03-07 10:05:14,RAM,275943.4,5,1379717.0,Lunas
416,2025-01-21 00:10:38,PC Case,135656.4,5,678282.0,Lunas
417,2025-12-09 01:57:03,GPU,397986.0,3,1193958.0,Hutang
418,2025-05-22 09:42:33,PC Case,272908.0,5,1364540.0,Lunas
419,2025-02-10 11:04:23,GPU,429828.67,3,1289486.0,Lunas
420,2025-10-25 13:03:01,GPU,151837.25,4,607349.0,Lunas
421,2025-06-21 13:46:38,RAM,317165.2,5,1585826.0,Lunas
422,2025-07-17 14:40:46,MotherBoard,564910.0,1,564910.0,Lunas
423,2025-01-12 08:00:53,GPU,422230.0,4,1688920.0,Lunas
424,2025-07-21 16:09:52,PC Case,291335.0,5,1456675.0,Lunas
425,2025-01-26 19:41:06,RAM,363180.0,5,1815900.0,Hutang
426,2025-09-19 19:28:51,CPU,479437.67,3,1438313.0,Hutang
427,2025-08-10 15:44:19,CPU,202271.0,3,606813.0,Lunas
428,2025-02-16 06:59:00,GPU,417198.8,5,2085994.0,Lunas
429,2025-03-07 03:15:44,RAM,735434.0,2,1470868.0,Lunas
430,2025-01-14 07:14:08,GPU,284440.8,5,1422204.0,Hutang
431,2025-09-13 01:48:36,CPU,1505915.0,1,1505915.0,Lunas
432,2025-09-25 12:05:47,GPU,385422.0,2,770844.0,Lunas
433,2025-08-03 02:50:05,CPU,450603.0,4,1802412.0,Lunas
434,2025-12-02 04:45:25,PC Case,1159790.0,1,1159790.0,Lunas
435,2025-12-27 18:01:34,RAM,336543.33,3,1009630.0,Lunas
436,2025-11-07 23:58:53,CPU,1544757.0,1,1544757.0,Lunas
437,2025-10-21 10:19:08,PC Case,575404.25,4,2301617.0,Lunas
438,2025-01-01 09:09:35,PC Case,261050.67,3,783152.0,Lunas
439,2025-11-22 14:06:13,PC Case,585167.67,3,1755503.0,Lunas
440,2025-05-27 17:34:11,PC Case,140906.8,5,704534.0,Lunas
441,2025-11-16 10:12:03,RAM,312337.33,3,937012.0,Hutang
442,2025-12-22 09:25:39,CPU,1603823.0,1,1603823.0,Lunas
443,2025-04-29 15:22:30,PC Case,255593.8,5,1277969.0,Lunas
444,2025-04-03 18:10:42,GPU,608939.0,2,1217878.0,Lunas
445,2025-11-08 04:31:31,GPU,1349052.0,1,1349052.0,Hutang
446,2025-06-05 21:43:09,MotherBoard,280898.6,5,1404493.0,Lunas
447,2025-09-26 15:33:41,CPU,311654.33,3,934963.0,Hutang
448,2025-03-31 17:56:15,CPU,1448360.0,1,1448360.0,Lunas
449,2025-05-31 09:01:30,RAM,340779.8,5,1703899.0,Hutang
450,2025-06-10 21:48:46,CPU,367883.0,4,1471532.0,Lunas
451,2025-06-08 17:18:06,GPU,1378868.0,1,1378868.0,Lunas
452,2025-04-24 02:36:55,MotherBoard,512000.0,2,1024000.0,Lunas
453,2025-11-11 00:10:19,PC Case,521085.0,4,2084340.0,Lunas
454,2025-06-25 20:11:41,CPU,693180.67,3,2079542.0,Hutang
455,2025-01-18 01:28:33,CPU,1361729.0,1,1361729.0,Lunas
456,2025-02-06 13:20:06,CPU,695255.0,3,2085765.0,Lunas
457,2025-07-21 09:35:02,PC Case,190297.25,4,761189.0,Lunas
458,2025-09-03 05:01:57,MotherBoard,2116093.0,1,2116093.0,Lunas
459,2025-02-19 09:09:18,PC Case,215154.2,5,1075771.0,Lunas
460,2025-05-24 18:13:22,GPU,161783.0,5,808915.0,Batal
461,2025-01-14 11:28:36,CPU,146804.8,5,734024.0,Lunas
462,2025-06-29 06:41:36,CPU,512123.0,2,1024246.0,Lunas
463,2025-06-17 07:41:43,CPU,484954.33,3,1454863.0,Lunas
464,2025-04-03 12:31:55,GPU,1639578.0,1,1639578.0,Lunas
465,2025-09-13 03:03:27,PC Case,337824.0,5,1689120.0,Lunas
466,2025-10-13 06:38:09,MotherBoard,199177.75,4,796711.0,Lunas
467,2025-05-20 06:48:45,CPU,1004282.5,2,2008565.0,Lunas
468,2025-04-23 16:16:56,RAM,1537974.0,1,1537974.0,Hutang
469,2025-08-13 22:59:37,PC Case,707460.0,1,707460.0,Lunas
470,2025-04-15 20:47:47,GPU,706478.0,2,1412956.0,Lunas
471,2025-06-22 06:17:27,RAM,930550.0,2,1861100.0,Hutang
472,2025-04-16 00:05:02,MotherBoard,1043420.0,1,1043420.0,Lunas
473,2025-03-28 18:25:47,CPU,377120.5,2,754241.0,Lunas
474,2025-10-17 10:24:49,CPU,776574.0,2,1553148.0,Batal
475,2025-05-06 04:46:30,RAM,1467361.0,1,1467361.0,Lunas
476,2025-08-18 14:02:02,RAM,604249.0,2,1208498.0,Lunas
477,2025-08-15 13:46:39,PC Case,202462.0,4,809848.0,Lunas
478,2025-03-20 02:44:22,MotherBoard,659743.0,3,1979229.0,Lunas
479,2025-03-14 00:29:25,CPU,1068066.0,1,1068066.0,Batal
480,2025-01-13 06:19:45,PC Case,153145.0,4,612580.0,Lunas
481,2025-08-26 21:49:33,CPU,565221.0,4,2260884.0,Lunas
482,2025-03-15 17:41:53,PC Case,282651.25,4,1130605.0,Hutang
483,2025-08-30 12:06:09,GPU,1156562.0,2,2313124.0,Lunas
484,2025-02-03 13:39:45,MotherBoard,1034518.0,1,1034518.0,Lunas
485,2025-05-26 06:48:55,RAM,384771.0,4,1539084.0,Hutang
486,2025-08-17 00:06:17,RAM,316560.5,2,633121.0,Batal
487,2025-08-18 21:15:28,CPU,1512154.0,1,1512154.0,Lunas
488,2025-06-30 05:40:02,GPU,555712.0,1,555712.0,Lunas
489,2025-05-16 00:28:42,PC Case,1588340.0,1,1588340.0,Lunas
490,2025-11-01 01:13:48,RAM,438195.33,3,1314586.0,Lunas
491,2025-12-16 20:49:51,MotherBoard,2128189.0,1,2128189.0,Lunas
492,2025-01-27 01:19:17,PC Case,427290.6,5,2136453.0,Lunas
493,2025-10-12 15:19:59,PC Case,131123.0,5,655615.0,Lunas
494,2025-03-04 10:52:28,GPU,323824.33,3,971473.0,Lunas
495,2025-03-10 08:59:29,MotherBoard,114253.8,5,571269.0,Lunas
496,2025-06-10 10:30:19,CPU,2275456.0,1,2275456.0,Lunas
497,2025-10-15 08:59:55,PC Case,150569.0,4,602276.0,Lunas
498,2025-08-05 20:52:27,MotherBoard,780025.0,3,2340075.0,Lunas
499,2025-12-19 20:31:08,MotherBoard,151033.2,5,755166.0,Hutang
500,2025-03-13 01:32:18,GPU,302495.5,4,1209982.0,Hutang
501,2025-10-01 00:34:13,MotherBoard,2306969.0,1,2306969.0,Lunas
502,2025-08-11 16:58:26,CPU,965930.0,1,965930.0,Lunas
503,2025-01-16 07:21:23,GPU,235694.6,5,1178473.0,Lunas
504,2025-11-15 00:19:59,CPU,518040.0,4,2072160.0,Hutang
505,2025-09-11 07:48:40,MotherBoard,239763.25,4,959053.0,Hutang
506,2025-07-11 09:38:51,RAM,510063.75,4,2040255.0,Batal
507,2025-04-02 03:55:38,MotherBoard,245070.8,5,1225354.0,Lunas
508,2025-03-06 10:19:07,GPU,135907.75,4,543631.0,Hutang
509,2025-12-14 16:33:10,RAM,1093843.5,2,2187687.0,Lunas
510,2025-04-16 00:48:01,MotherBoard,385060.0,4,1540240.0,Hutang
511,2025-01-25 14:13:33,GPU,591129.33,3,1773388.0,Lunas
512,2025-08-14 16:58:25,MotherBoard,1884203.0,1,1884203.0,Lunas
513,2025-02-10 23:34:23,PC Case,331649.0,4,1326596.0,Hutang
514,2025-05-12 10:50:30,MotherBoard,1635836.0,1,1635836.0,Lunas
515,2025-11-21 18:42:02,MotherBoard,767973.33,3,2303920.0,Lunas
516,2025-03-17 14:34:43,PC Case,513722.0,3,1541166.0,Lunas
517,2025-10-27 11:08:53,GPU,1915920.0,1,1915920.0,Lunas
518,2025-08-23 00:51:52,CPU,403367.75,4,1613471.0,Lunas
519,2025-08-16 13:42:09,PC Case,228634.4,5,1143172.0,Lunas
520,2025-02-01 11:50:57,GPU,2118696.0,1,2118696.0,Lunas
521,2025-04-20 08:48:47,MotherBoard,517105.0,4,2068420.0,Hutang
522,2025-06-08 23:30:13,CPU,376715.67,3,1130147.0,Hutang
523,2025-09-08 17:17:51,MotherBoard,555993.75,4,2223975.0,Lunas
524,2025-02-03 07:16:49,PC Case,463098.4,5,2315492.0,Batal
525,2025-10-18 14:23:05,MotherBoard,181506.6,5,907533.0,Lunas
526,2025-09-19 19:14:24,RAM,223639.4,5,1118197.0,Hutang
527,2025-03-31 03:32:53,GPU,348064.0,4,1392256.0,Lunas
528,2025-07-28 14:04:12,PC Case,302351.0,5,1511755.0,Batal
529,2025-11-25 03:16:31,MotherBoard,477904.0,2,955808.0,Hutang
530,2025-05-06 00:32:04,CPU,699618.33,3,2098855.0,Lunas
531,2025-11-08 17:11:09,PC Case,1734656.0,1,1734656.0,Lunas
532,2025-04-27 04:57:48,RAM,309869.25,4,1239477.0,Lunas
533,2025-10-13 20:04:26,RAM,484860.0,4,1939440.0,Lunas
534,2025-02-20 23:12:27,CPU,585993.25,4,2343973.0,Lunas
535,2025-07-29 08:16:14,PC Case,446715.0,4,1786860.0,Hutang
536,2025-06-14 12:42:30,CPU,206424.2,5,1032121.0,Lunas
537,2025-09-04 00:27:35,MotherBoard,778336.0,2,1556672.0,Lunas
538,2025-04-29 20:07:05,MotherBoard,481688.67,3,1445066.0,Lunas
539,2025-02-09 16:54:54,RAM,739013.0,1,739013.0,Lunas
540,2025-12-26 01:13:07,RAM,413669.5,2,827339.0,Hutang
541,2025-10-25 21:33:22,GPU,140402.5,4,561610.0,Lunas
542,2025-06-14 06:22:27,PC Case,1749853.0,1,1749853.0,Lunas
543,2025-04-15 23:42:55,CPU,1296266.0,1,1296266.0,Lunas
544,2025-07-19 01:39:22,RAM,982952.0,2,1965904.0,Lunas
545,2025-02-27 13:48:44,CPU,126400.0,5,632000.0,Lunas
546,2025-07-18 13:42:57,PC Case,659031.0,1,659031.0,Lunas
547,2025-02-26 19:25:33,PC Case,159280.0,4,637120.0,Lunas
548,2025-11-06 22:35:34,PC Case,221645.0,4,886580.0,Lunas
549,2025-06-16 02:36:34,GPU,2046814.0,1,2046814.0,Lunas
550,2025-02-20 20:13:29,RAM,1103784.0,1,1103784.0,Hutang
551,2025-11-30 18:12:01,PC Case,1421264.0,1,1421264.0,Hutang
552,2025-01-24 00:16:41,GPU,583969.33,3,1751908.0,Lunas
553,2025-10-13 14:34:50,PC Case,1259343.0,1,1259343.0,Lunas
554,2025-03-31 05:57:14,RAM,793519.5,2,1587039.0,Lunas
555,2025-04-13 12:59:44,RAM,388065.67,3,1164197.0,Hutang
556,2025-06-12 09:01:09,CPU,793013.5,2,1586027.0,Lunas
557,2025-03-11 05:37:38,RAM,138254.0,5,691270.0,Lunas
558,2025-05-09 04:49:45,PC Case,444821.33,3,1334464.0,Lunas
559,2025-12-01 07:45:34,GPU,448232.8,5,2241164.0,Lunas
560,2025-02-23 05:48:09,MotherBoard,412807.0,2,825614.0,Lunas
561,2025-11-25 00:38:19,CPU,144844.75,4,579379.0,Batal
562,2025-07-25 20:22:02,GPU,669899.5,2,1339799.0,Hutang
563,2025-05-24 09:11:40,RAM,605199.0,3,1815597.0,Lunas
564,2025-11-19 20:54:44,CPU,122021.0,4,488084.0,Lunas
565,2025-01-31 07:27:20,RAM,973405.5,2,1946811.0,Lunas
566,2025-10-30 13:30:45,MotherBoard,351518.25,4,1406073.0,Lunas
567,2025-04-18 14:19:43,RAM,480280.0,4,1921120.0,Lunas
568,2025-07-30 18:48:07,GPU,1929004.0,1,1929004.0,Lunas
569,2025-06-12 18:45:17,CPU,348989.4,5,1744947.0,Lunas
570,2025-10-22 21:10:38,RAM,859854.0,2,1719708.0,Lunas
571,2025-06-08 19:59:30,PC Case,403932.0,4,1615728.0,Lunas
572,2025-04-08 22:42:37,GPU,692108.0,3,2076324.0,Hutang
573,2025-10-11 10:47:04,GPU,1050162.0,1,1050162.0,Hutang
574,2025-04-17 13:44:33,CPU,1074661.0,2,2149322.0,Lunas
575,2025-05-10 11:22:27,GPU,517102.0,2,1034204.0,Lunas
576,2025-02-25 14:59:12,MotherBoard,2206027.0,1,2206027.0,Lunas
577,2025-04-25 22:12:37,GPU,315638.0,3,946914.0,Lunas
578,2025-03-01 06:07:49,CPU,398975.0,2,797950.0,Lunas
579,2025-10-12 15:57:53,RAM,192054.25,4,768217.0,Lunas
580,2025-02-04 11:07:28,RAM,299653.67,3,898961.0,Lunas
581,2025-03-07 04:12:31,MotherBoard,385056.8,5,1925284.0,Lunas
582,2025-01-27 02:15:33,PC Case,566112.0,1,566112.0,Lunas
583,2025-02-02 02:37:37,RAM,147621.6,5,738108.0,Lunas
584,2025-04-13 13:01:08,MotherBoard,395766.0,5,1978830.0,Lunas
585,2025-04-04 23:53:27,RAM,145081.4,5,725407.0,Lunas
586,2025-10-24 19:00:12,CPU,471281.0,2,942562.0,Lunas
587,2025-05-16 22:41:01,GPU,319491.0,4,1277964.0,Lunas
588,2025-10-18 20:03:06,RAM,912362.5,2,1824725.0,Lunas
589,2025-02-15 13:07:35,MotherBoard,290926.67,3,872780.0,Lunas
590,2025-04-30 00:41:06,CPU,2289429.0,1,2289429.0,Lunas
591,2025-11-18 10:47:04,PC Case,499401.67,3,1498205.0,Hutang
592,2025-07-22 13:33:32,PC Case,912401.5,2,1824803.0,Lunas
593,2025-09-15 09:14:53,CPU,1211507.0,1,1211507.0,Lunas
594,2025-11-24 06:21:52,GPU,1682219.0,1,1682219.0,Lunas
595,2025-12-05 15:41:17,RAM,523052.0,4,2092208.0,Lunas
596,2025-05-06 14:20:12,RAM,339373.0,4,1357492.0,Batal
597,2025-12-24 05:36:53,PC Case,541357.0,4,2165428.0,Lunas
598,2025-12-02 14:10:06,CPU,491803.0,3,1475409.0,Hutang
599,2025-04-15 00:13:31,GPU,2347219.0,1,2347219.0,Lunas
600,2025-08-15 18:06:01,PC Case,287505.75,4,1150023.0,Batal
601,2025-08-13 23:56:47,GPU,1027353.0,1,1027353.0,Hutang
602,2025-03-23 14:32:03,MotherBoard,376891.25,4,1507565.0,Lunas
603,2025-05-29 06:55:06,PC Case,434569.25,4,1738277.0,Lunas
604,2025-06-01 03:08:23,PC Case,167998.2,5,839991.0,Lunas
605,2025-08-17 16:51:06,GPU,2094483.0,1,2094483.0,Hutang
606,2025-06-11 11:59:48,RAM,1272499.0,1,1272499.0,Lunas
607,2025-09-09 14:20:43,RAM,973658.5,2,1947317.0,Lunas
608,2025-10-25 12:20:02,GPU,572075.5,4,2288302.0,Lunas
609,2025-10-23 04:01:35,RAM,2236990.0,1,2236990.0,Lunas
610,2025-12-22 04:56:58,GPU,159996.2,5,799981.0,Lunas
611,2025-10-03 12:55:59,GPU,280434.2,5,1402171.0,Hutang
612,2025-06-20 11:20:38,MotherBoard,407148.0,3,1221444.0,Lunas
613,2025-05-28 16:36:08,MotherBoard,1071127.0,2,2142254.0,Hutang
614,2025-07-05 15:56:37,PC Case,356261.8,5,1781309.0,Lunas
615,2025-11-16 06:37:18,PC Case,273788.0,2,547576.0,Lunas
616,2025-01-02 10:48:24,RAM,2320543.0,1,2320543.0,Lunas
617,2025-11-22 02:46:08,PC Case,326937.25,4,1307749.0,Lunas
618,2025-07-03 17:35:23,RAM,151861.25,4,607445.0,Lunas
619,2025-05-15 17:19:25,RAM,247448.4,5,1237242.0,Hutang
620,2025-05-12 19:03:57,PC Case,1734142.0,1,1734142.0,Lunas
621,2025-11-05 12:01:46,PC Case,374755.0,5,1873775.0,Lunas
622,2025-04-10 23:38:23,MotherBoard,486307.0,3,1458921.0,Lunas
623,2025-10-07 21:21:45,CPU,141994.8,5,709974.0,Hutang
624,2025-08-11 14:46:38,RAM,1131648.0,1,1131648.0,Lunas
625,2025-06-18 22:14:16,MotherBoard,206025.0,5,1030125.0,Lunas
626,2025-07-19 12:10:13,RAM,1603978.0,1,1603978.0,Lunas
627,2025-06-10 09:23:02,RAM,168372.75,4,673491.0,Lunas
628,2025-03-10 10:54:19,MotherBoard,300222.75,4,1200891.0,Lunas
629,2025-08-11 19:20:56,CPU,137000.6,5,685003.0,Lunas
630,2025-03-08 00:03:36,PC Case,361834.6,5,1809173.0,Lunas
631,2025-07-26 23:18:07,MotherBoard,1149150.5,2,2298301.0,Lunas
632,2025-05-24 09:51:55,MotherBoard,274465.5,4,1097862.0,Lunas
633,2025-09-06 12:00:42,CPU,1352748.0,1,1352748.0,Hutang
634,2025-07-15 22:27:30,GPU,867166.0,1,867166.0,Lunas
635,2025-04-04 15:33:31,RAM,1140033.0,1,1140033.0,Hutang
636,2025-12-31 03:37:26,GPU,405579.8,5,2027899.0,Lunas
637,2025-01-07 15:46:34,MotherBoard,627994.0,1,627994.0,Lunas
638,2025-01-29 04:39:37,RAM,2069333.0,1,2069333.0,Hutang
639,2025-02-18 10:43:52,CPU,1824192.0,1,1824192.0,Hutang
640,2025-09-24 21:40:07,MotherBoard,781386.0,2,1562772.0,Lunas
641,2025-12-24 11:32:51,CPU,215523.0,5,1077615.0,Lunas
642,2025-12-06 09:36:40,CPU,289918.5,2,579837.0,Lunas
643,2025-05-21 10:00:07,GPU,221613.4,5,1108067.0,Hutang
644,2025-10-25 21:16:27,RAM,199956.0,3,599868.0,Lunas
645,2025-09-19 13:31:18,RAM,602837.33,3,1808512.0,Lunas
646,2025-03-25 17:52:24,GPU,250883.6,5,1254418.0,Hutang
647,2025-04-22 17:10:48,MotherBoard,864645.0,1,864645.0,Hutang
648,2025-09-20 23:44:49,CPU,1215195.0,1,1215195.0,Lunas
649,2025-12-17 04:51:32,RAM,359899.8,5,1799499.0,Hutang
650,2025-05-03 07:58:13,MotherBoard,416752.5,4,1667010.0,Lunas
651,2025-09-09 15:38:46,MotherBoard,553882.0,2,1107764.0,Lunas
652,2025-05-30 01:23:12,GPU,479622.5,2,959245.0,Lunas
653,2025-12-11 02:30:46,PC Case,305245.5,2,610491.0,Hutang
654,2025-10-16 10:47:19,GPU,111193.2,5,555966.0,Hutang
655,2025-10-28 02:09:39,PC Case,250515.8,5,1252579.0,Lunas
656,2025-03-03 11:48:58,MotherBoard,666387.0,1,666387.0,Lunas
657,2025-04-03 19:33:23,PC Case,124133.4,5,620667.0,Lunas
658,2025-05-21 06:18:41,PC Case,734674.0,3,2204022.0,Lunas
659,2025-07-20 22:49:39,GPU,488655.25,4,1954621.0,Lunas
660,2025-01-27 10:19:02,RAM,725247.67,3,2175743.0,Hutang
661,2025-01-18 21:36:12,RAM,104556.8,5,522784.0,Hutang
662,2025-06-20 07:04:32,RAM,559654.0,3,1678962.0,Lunas
663,2025-04-08 09:16:08,PC Case,414561.0,4,1658244.0,Lunas
664,2025-06-03 17:52:41,PC Case,258965.0,5,1294825.0,Lunas
665,2025-01-22 03:33:58,MotherBoard,933257.0,2,1866514.0,Lunas
666,2025-05-05 16:27:26,MotherBoard,502896.0,1,502896.0,Lunas
667,2025-03-11 04:49:17,GPU,306148.2,5,1530741.0,Lunas
668,2025-09-13 03:17:45,MotherBoard,1023035.5,2,2046071.0,Lunas
669,2025-05-14 10:07:07,GPU,1622591.0,1,1622591.0,Lunas
670,2025-09-01 11:55:43,CPU,220291.25,4,881165.0,Lunas
671,2025-08-02 09:51:24,GPU,405322.5,4,1621290.0,Lunas
672,2025-11-21 05:01:35,CPU,511984.0,3,1535952.0,Lunas
673,2025-07-10 17:46:46,CPU,729885.67,3,2189657.0,Lunas
674,2025-10-06 22:37:40,MotherBoard,1768496.0,1,1768496.0,Lunas
675,2025-01-21 09:34:39,CPU,1464588.0,1,1464588.0,Lunas
676,2025-07-21 10:14:30,CPU,580479.33,3,1741438.0,Lunas
677,2025-10-07 14:41:07,PC Case,865592.0,1,865592.0,Lunas
678,2025-11-13 04:44:34,MotherBoard,314196.75,4,1256787.0,Hutang
679,2025-07-09 14:59:35,MotherBoard,279996.5,2,559993.0,Lunas
680,2025-08-28 13:44:00,CPU,370346.0,3,1111038.0,Lunas
681,2025-03-12 21:53:06,MotherBoard,997844.5,2,1995689.0,Lunas
682,2025-02-03 11:00:20,MotherBoard,584491.75,4,2337967.0,Lunas
683,2025-04-15 05:49:23,RAM,178853.0,3,536559.0,Hutang
684,2025-04-15 02:02:47,MotherBoard,141180.0,5,705900.0,Lunas
685,2025-07-30 16:13:49,PC Case,371244.75,4,1484979.0,Batal
686,2025-03-31 21:20:48,GPU,2220208.0,1,2220208.0,Lunas
687,2025-06-07 02:20:41,GPU,565545.5,4,2262182.0,Lunas
688,2025-03-26 01:03:30,RAM,446131.0,5,2230655.0,Lunas
689,2025-11-20 10:21:37,RAM,163867.0,3,491601.0,Hutang
690,2025-04-03 17:13:26,CPU,647516.67,3,1942550.0,Lunas
691,2025-07-05 08:26:13,RAM,441289.0,4,1765156.0,Hutang
692,2025-05-26 13:42:21,MotherBoard,1092150.5,2,2184301.0,Hutang
693,2025-06-08 04:20:05,MotherBoard,769106.33,3,2307319.0,Lunas
694,2025-10-13 13:22:04,MotherBoard,131770.75,4,527083.0,Lunas
695,2025-09-14 03:15:30,PC Case,1480560.0,1,1480560.0,Lunas
696,2025-12-16 09:06:44,CPU,847533.0,2,1695066.0,Lunas
697,2025-10-18 10:37:58,GPU,776401.33,3,2329204.0,Hutang
698,2025-11-28 08:09:50,RAM,943845.0,1,943845.0,Lunas
699,2025-12-13 08:24:05,MotherBoard,500627.5,2,1001255.0,Batal
700,2025-02-20 20:07:58,RAM,99877.0,5,499385.0,Lunas
701,2025-11-29 02:31:44,PC Case,939749.0,2,1879498.0,Lunas
702,2025-07-03 20:40:46,MotherBoard,403538.0,4,1614152.0,Lunas
703,2025-09-20 12:09:47,GPU,451602.25,4,1806409.0,Hutang
704,2025-08-11 12:52:48,CPU,191182.25,4,764729.0,Lunas
705,2025-07-13 21:19:58,CPU,197037.2,5,985186.0,Hutang
706,2025-09-25 19:52:22,GPU,587193.25,4,2348773.0,Hutang
707,2025-06-29 00:24:24,RAM,692551.0,3,2077653.0,Lunas
708,2025-05-02 11:41:36,RAM,251739.4,5,1258697.0,Lunas
709,2025-01-20 18:02:21,PC Case,486820.5,4,1947282.0,Batal
710,2025-04-12 05:34:25,MotherBoard,434116.2,5,2170581.0,Lunas
711,2025-04-14 01:31:35,RAM,746843.67,3,2240531.0,Batal
712,2025-04-15 14:29:53,MotherBoard,181386.2,5,906931.0,Lunas
713,2025-03-04 08:30:21,CPU,287768.5,4,1151074.0,Lunas
714,2025-04-20 17:36:24,PC Case,377015.0,4,1508060.0,Lunas
715,2025-05-14 10:14:31,CPU,208916.33,3,626749.0,Lunas
716,2025-02-18 14:46:07,CPU,103753.2,5,518766.0,Lunas
717,2025-08-08 16:35:38,MotherBoard,316413.33,3,949240.0,Batal
718,2025-10-25 08:05:19,PC Case,190399.0,3,571197.0,Lunas
719,2025-09-02 10:57:44,MotherBoard,244139.6,5,1220698.0,Lunas
720,2025-07-22 05:02:55,CPU,491288.0,2,982576.0,Lunas
721,2025-02-16 02:00:47,CPU,1015165.5,2,2030331.0,Lunas
722,2025-05-05 16:29:31,MotherBoard,204631.2,5,1023156.0,Lunas
723,2025-08-03 15:36:07,MotherBoard,1771164.0,1,1771164.0,Lunas
724,2025-08-27 19:55:51,GPU,126012.0,4,504048.0,Lunas
725,2025-12-08 00:52:07,MotherBoard,633920.33,3,1901761.0,Hutang
726,2025-05-26 19:37:24,CPU,444204.0,5,2221020.0,Lunas
727,2025-04-09 18:36:39,GPU,124957.4,5,624787.0,Lunas
728,2025-08-29 11:05:18,MotherBoard,734723.33,3,2204170.0,Lunas
729,2025-09-14 15:30:41,CPU,930654.0,1,930654.0,Lunas
730,2025-11-16 03:55:54,PC Case,190072.5,4,760290.0,Lunas
731,2025-07-25 13:51:03,GPU,1408744.0,1,1408744.0,Lunas
732,2025-09-22 16:15:11,MotherBoard,582763.0,3,1748289.0,Lunas
733,2025-04-26 08:29:46,CPU,1002758.0,1,1002758.0,Hutang
734,2025-05-07 05:40:21,CPU,737212.5,2,1474425.0,Lunas
735,2025-04-09 20:35:39,GPU,937335.5,2,1874671.0,Lunas
736,2025-03-09 18:32:59,CPU,1169832.5,2,2339665.0,Lunas
737,2025-08-29 21:08:04,PC Case,693744.0,1,693744.0,Lunas
738,2025-06-02 12:04:15,RAM,1922930.0,1,1922930.0,Lunas
